"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","module"
"GO:0001704","GO:0001704","formation of primary germ layer","10/312","121/18722",3.53858730351025e-05,0.0121080285161495,0.0106136761979084,"COL11A1/COL5A1/ITGB5/WNT5A/COL7A1/MACROH2A1/WLS/DUSP1/EXT2/SNAI1",10,"Module_5"
"GO:0048771","GO:0048771","tissue remodeling","12/312","175/18722",3.86862072425221e-05,0.0121080285161495,0.0106136761979084,"CTHRC1/EXT1/GPNMB/GPR137B/INPP5D/IGFBP5/LIPA/MDK/TIE1/TP53/EGFR/TGM2",12,"Module_5"
"GO:0051384","GO:0051384","response to glucocorticoid","11/312","148/18722",3.89192806907825e-05,0.0121080285161495,0.0106136761979084,"CCND1/DDIT4/FBXO32/FOS/SPARC/CDO1/MDK/CDKN1A/DUSP1/EGFR/PAM",11,"Module_5"
"GO:0061564","GO:0061564","axon development","21/312","467/18722",4.04040819898785e-05,0.0121080285161495,0.0106136761979084,"CHN1/EPHB2/EXT1/LAMC2/MYPN/ROBO2/ROBO4/WNT5A/CRABP2/EPHB3/KREMEN1/PAFAH1B1/SEMA7A/ADARB1/CXCL12/FYN/KALRN/LRP1/NPTX1/NREP/SEMA3A",21,"Module_5"
"GO:0007492","GO:0007492","endoderm development","8/312","77/18722",4.21882526695103e-05,0.0121080285161495,0.0106136761979084,"COL11A1/COL5A1/EXT1/ITGB5/COL7A1/MACROH2A1/DUSP1/LAMC1",8,"Module_5"
"GO:0050673","GO:0050673","epithelial cell proliferation","20/312","437/18722",4.83255311744617e-05,0.012878754057994,0.0112892801021844,"C6orf89/CAV2/CCL2/CCND1/FST/NCSTN/SIDT2/SPARC/SULF1/WNT5A/CDKN1C/HGF/IGFBP5/MDK/TIE1/CXCL12/EGFR/LAMC1/PURA/STAT5A",20,"Module_5"
"GO:0050770","GO:0050770","regulation of axonogenesis","11/312","154/18722",5.60139919820251e-05,0.0139325469389957,0.0122130156553089,"CHN1/EPHB2/ROBO2/WNT5A/CRABP2/EPHB3/PAFAH1B1/SEMA7A/CXCL12/LRP1/SEMA3A",11,"Module_5"
"GO:0021537","GO:0021537","telencephalon development","14/312","248/18722",7.60808677545521e-05,0.0163022109719559,0.014290219777361,"BTG2/EPHB2/EXT1/ROBO2/SLC8A1/WNT5A/EPHB3/LRP8/MDK/PAFAH1B1/SEMA7A/CXCL12/LRP1/SEMA3A",14,"Module_5"
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","9/312","108/18722",8.1504319541856e-05,0.0163022109719559,0.014290219777361,"ANTXR1/CASS4/MYADM/PARVA/C1QBP/EPHB3/MDK/TMEFF2/LAMC1",9,"Module_5"
"GO:0007409","GO:0007409","axonogenesis","19/312","418/18722",8.16453761590636e-05,0.0163022109719559,0.014290219777361,"CHN1/EPHB2/EXT1/LAMC2/MYPN/ROBO2/ROBO4/WNT5A/CRABP2/EPHB3/PAFAH1B1/SEMA7A/ADARB1/CXCL12/FYN/KALRN/LRP1/NPTX1/SEMA3A",19,"Module_5"
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","7/312","63/18722",8.30184959708289e-05,0.0163022109719559,0.014290219777361,"ATF4/BBC3/SERINC3/TP53/TRIB3/DDIT3/TMEM117",7,"Module_5"
"GO:0061448","GO:0061448","connective tissue development","10/130","252/18722",1.05754322485924e-05,0.0198976756133384,0.0178701208221366,"CCN2/EDN1/PGRMC2/CHSY1/CREB3L2/SMAD3/CCN1/CHST11/HOXB3/KLF7",10,"Module_10"
"GO:0048705","GO:0048705","skeletal system morphogenesis","9/130","220/18722",2.33477567382576e-05,0.0198976756133384,0.0178701208221366,"CCN2/CITED2/MTHFD1L/CHSY1/CSRNP1/SMAD3/CHST11/HOXB3/HOXB4",9,"Module_10"
"GO:0003299","GO:0003299","muscle hypertrophy in response to stress","4/130","30/18722",5.28780055026929e-05,0.0198976756133384,0.0178701208221366,"ERRFI1/GATA6/SMAD3/ATP2A2",4,"Module_10"
"GO:0014887","GO:0014887","cardiac muscle adaptation","4/130","30/18722",5.28780055026929e-05,0.0198976756133384,0.0178701208221366,"ERRFI1/GATA6/SMAD3/ATP2A2",4,"Module_10"
"GO:0014898","GO:0014898","cardiac muscle hypertrophy in response to stress","4/130","30/18722",5.28780055026929e-05,0.0198976756133384,0.0178701208221366,"ERRFI1/GATA6/SMAD3/ATP2A2",4,"Module_10"
"GO:0051216","GO:0051216","cartilage development","8/130","190/18722",5.48934299655393e-05,0.0198976756133384,0.0178701208221366,"CCN2/EDN1/CHSY1/CREB3L2/SMAD3/CCN1/CHST11/HOXB3",8,"Module_10"
"GO:0110020","GO:0110020","regulation of actomyosin structure organization","6/130","100/18722",6.97749217380942e-05,0.0198976756133384,0.0178701208221366,"CCN2/EDN1/SDC4/SMAD3/NOX4/S1PR1",6,"Module_10"
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","5/130","62/18722",7.04148021576534e-05,0.0198976756133384,0.0178701208221366,"EDN1/PTGS2/PTX3/SIRPA/SMAD3",5,"Module_10"
"GO:0070542","GO:0070542","response to fatty acid","5/130","64/18722",8.20522705704675e-05,0.0198976756133384,0.0178701208221366,"CCN2/EDN1/PTGS2/ACSL1/PID1",5,"Module_10"
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","5/130","64/18722",8.20522705704675e-05,0.0198976756133384,0.0178701208221366,"EDN1/PTGS2/PTX3/SIRPA/SMAD3",5,"Module_10"
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","4/130","40/18722",0.000167119213850685,0.0334346766067669,0.0300277139009879,"EDN1/PTGS2/PTX3/SMAD3",4,"Module_10"
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","4/130","41/18722",0.000184195592344099,0.0334346766067669,0.0300277139009879,"EDN1/PTGS2/PTX3/SMAD3",4,"Module_10"
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","5/130","76/18722",0.000186038160229679,0.0334346766067669,0.0300277139009879,"EDN1/PTGS2/PTX3/SIRPA/SMAD3",5,"Module_10"
"GO:0030206","GO:0030206","chondroitin sulfate biosynthetic process","3/130","18/18722",0.000247333774610591,0.0334346766067669,0.0300277139009879,"CSGALNACT1/CHSY1/CHST11",3,"Module_10"
"GO:0046209","GO:0046209","nitric oxide metabolic process","5/130","81/18722",0.000250967239900034,0.0334346766067669,0.0300277139009879,"EDN1/PTGS2/PTX3/SIRPA/SMAD3",5,"Module_10"
"GO:0030198","GO:0030198","extracellular matrix organization","9/130","301/18722",0.000256322483614217,0.0334346766067669,0.0300277139009879,"CCN2/COL4A1/FLRT2/CRISPLD2/PTX3/SMAD3/SMOC1/B4GALT1/CCN1",9,"Module_10"
"GO:0043062","GO:0043062","extracellular structure organization","9/130","302/18722",0.000262667760740023,0.0334346766067669,0.0300277139009879,"CCN2/COL4A1/FLRT2/CRISPLD2/PTX3/SMAD3/SMOC1/B4GALT1/CCN1",9,"Module_10"
"GO:0045933","GO:0045933","positive regulation of muscle contraction","4/130","45/18722",0.000265251298557097,0.0334346766067669,0.0300277139009879,"CCN2/EDN1/PTGS2/MYOCD",4,"Module_10"
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","5/130","82/18722",0.000265790230828875,0.0334346766067669,0.0300277139009879,"EDN1/PTGS2/PTX3/SIRPA/SMAD3",5,"Module_10"
"GO:0045229","GO:0045229","external encapsulating structure organization","9/130","304/18722",0.000275749910158903,0.0334346766067669,0.0300277139009879,"CCN2/COL4A1/FLRT2/CRISPLD2/PTX3/SMAD3/SMOC1/B4GALT1/CCN1",9,"Module_10"
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","10/116","192/18722",3.23846141213913e-07,0.000275219264615055,0.000219204024409643,"F2RL1/MAP3K4/MAP3K5/SPHK1/VEGFA/DACT1/BMP4/MECOM/MID1/SH3RF2",10,"Module_12"
"GO:0048608","GO:0048608","reproductive structure development","14/116","424/18722",3.73478006307954e-07,0.000275219264615055,0.000219204024409643,"INHBA/KIT/MAP3K4/MGST1/VEGFA/EREG/LIF/NKX3-1/NR2F2/PTN/STOX2/BMP4/PTK2/STC1",14,"Module_12"
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","10/116","195/18722",3.73733598415709e-07,0.000275219264615055,0.000219204024409643,"F2RL1/MAP3K4/MAP3K5/SPHK1/VEGFA/DACT1/BMP4/MECOM/MID1/SH3RF2",10,"Module_12"
"GO:0061458","GO:0061458","reproductive system development","14/116","427/18722",4.06527717304365e-07,0.000275219264615055,0.000219204024409643,"INHBA/KIT/MAP3K4/MGST1/VEGFA/EREG/LIF/NKX3-1/NR2F2/PTN/STOX2/BMP4/PTK2/STC1",14,"Module_12"
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","11/116","265/18722",7.86226349573545e-07,0.000425820190929032,0.000339153219005514,"CTBP2/NR2F1/NR4A2/NR4A3/PMEPA1/DAB2/NKX3-1/NR2F2/MN1/NR1D1/TRERF1",11,"Module_12"
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","8/116","126/18722",1.16418010836034e-06,0.00049931487778937,0.000397689568759395,"F2RL1/MAP3K4/MAP3K5/SPHK1/VEGFA/BMP4/MID1/SH3RF2",8,"Module_12"
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","8/116","128/18722",1.31174460116382e-06,0.00049931487778937,0.000397689568759395,"F2RL1/MAP3K4/MAP3K5/SPHK1/VEGFA/BMP4/MID1/SH3RF2",8,"Module_12"
"GO:1900745","GO:1900745","positive regulation of p38MAPK cascade","5/116","32/18722",1.47508087973226e-06,0.00049931487778937,0.000397689568759395,"MAP3K4/MAP3K5/SPHK1/VEGFA/BMP4",5,"Module_12"
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","7/116","96/18722",2.2089020882835e-06,0.000572710388206646,0.000456146927402401,"F2RL1/KIT/NR4A3/B2M/CD55/IL1R1/TNFRSF1B",7,"Module_12"
"GO:0001893","GO:0001893","maternal placenta development","5/116","35/18722",2.34294686570491e-06,0.000572710388206646,0.000456146927402401,"LIF/NR2F2/PTN/STOX2/STC1",5,"Module_12"
"GO:0051403","GO:0051403","stress-activated MAPK cascade","10/116","239/18722",2.37965524194874e-06,0.000572710388206646,0.000456146927402401,"F2RL1/MAP3K4/MAP3K5/SPHK1/VEGFA/DACT1/BMP4/MECOM/MID1/SH3RF2",10,"Module_12"
"GO:0002367","GO:0002367","cytokine production involved in immune response","7/116","98/18722",2.53785991819784e-06,0.000572710388206646,0.000456146927402401,"F2RL1/KIT/NR4A3/B2M/CD55/IL1R1/TNFRSF1B",7,"Module_12"
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","6/116","65/18722",3.04585646715357e-06,0.000617734563140197,0.000492007354378553,"F2RL1/KIT/NR4A3/B2M/CD55/IL1R1",6,"Module_12"
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","10/116","247/18722",3.19360557014873e-06,0.000617734563140197,0.000492007354378553,"F2RL1/MAP3K4/MAP3K5/SPHK1/VEGFA/DACT1/BMP4/MECOM/MID1/SH3RF2",10,"Module_12"
"GO:0051145","GO:0051145","smooth muscle cell differentiation","6/116","73/18722",6.02968057116608e-06,0.00108855833244785,0.000867004595811881,"KIT/VEGFA/EREG/BMP4/NFATC1/NFATC2",6,"Module_12"
"GO:0051150","GO:0051150","regulation of smooth muscle cell differentiation","5/116","44/18722",7.49730067084377e-06,0.00125236188591781,0.000997469293417397,"KIT/EREG/BMP4/NFATC1/NFATC2",5,"Module_12"
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","7/116","117/18722",8.25934116746981e-06,0.00125236188591781,0.000997469293417397,"F2RL1/KIT/NR4A3/B2M/CD55/IL1R1/IL4R",7,"Module_12"
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","8/116","164/18722",8.32441430816861e-06,0.00125236188591781,0.000997469293417397,"F2RL1/KIT/NR4A3/B2M/CD55/IL1R1/IL4R/TNFRSF1B",8,"Module_12"
"GO:1900744","GO:1900744","regulation of p38MAPK cascade","5/116","47/18722",1.04340016155802e-05,0.00148711980921006,0.00118444705320354,"MAP3K4/MAP3K5/SPHK1/VEGFA/BMP4",5,"Module_12"
"GO:0050767","GO:0050767","regulation of neurogenesis","11/116","364/18722",1.63969464961345e-05,0.00222014655557661,0.00176828123003051,"KIT/VEGFA/B2M/LIF/NGF/PTN/BHLHE41/CDKL5/NR1D1/SEMA4B/TNFRSF1B",11,"Module_12"
"GO:0006607","GO:0006607","NLS-bearing protein import into nucleus","9/530","20/18722",1.3886615195141e-09,5.70462152216392e-06,5.5999602960616e-06,"KPNA3/RANBP2/RGPD1/RGPD2/RGPD3/RGPD4/RGPD8/RGPD5/RGPD6",9,"Module_4"
"GO:0072594","GO:0072594","establishment of protein localization to organelle","33/530","422/18722",1.5301981560638e-07,0.000209535134170336,0.000205690846872997,"ANGPT1/MAN1A1/MDFIC/TRAM1/COX18/EDEM1/GNPTAB/JAK2/KPNA3/NEDD4/NMT1/RAB23/RANBP2/RGPD1/RGPD2/RGPD3/RGPD4/RGPD8/SCARB2/WASH3P/ZFYVE16/CCT3/LAMP2/MAPK1/NCOA4/PPP3CA/RGPD5/RGPD6/SPCS3/TIMM50/TOMM20/UBR5/ZFAND2B",33,"Module_4"
"GO:0036507","GO:0036507","protein demannosylation","7/530","18/18722",3.3991893878606e-07,0.000266945865398355,0.000262048278158432,"MAN1A1/EDEM1/EDEM3/MARCHF6/MAN1A2/RNF103/RNF139",7,"Module_4"
"GO:0036508","GO:0036508","protein alpha-1,2-demannosylation","7/530","18/18722",3.3991893878606e-07,0.000266945865398355,0.000262048278158432,"MAN1A1/EDEM1/EDEM3/MARCHF6/MAN1A2/RNF103/RNF139",7,"Module_4"
"GO:0006517","GO:0006517","protein deglycosylation","8/530","26/18722",3.89891721613956e-07,0.000266945865398355,0.000262048278158432,"MAN1A1/EDEM1/EDEM3/MARCHF6/MAN1A2/MAN2A1/RNF103/RNF139",8,"Module_4"
"GO:0006622","GO:0006622","protein targeting to lysosome","7/530","23/18722",2.31506563953976e-06,0.00135861280674705,0.00133368668647772,"GNPTAB/NEDD4/SCARB2/WASH3P/ZFYVE16/LAMP2/NCOA4",7,"Module_4"
"GO:0017038","GO:0017038","protein import","19/530","206/18722",6.68628273654823e-06,0.00305191660908224,0.00299592387879722,"ANGPT1/MDFIC/JAK2/KPNA3/RAB23/RANBP2/RGPD1/RGPD2/RGPD3/RGPD4/RGPD8/LAMP2/MAPK1/PPP3CA/RGPD5/RGPD6/TIMM50/TOMM20/UBR5",19,"Module_4"
"GO:0006606","GO:0006606","protein import into nucleus","16/530","155/18722",8.61644718401712e-06,0.00353963650319423,0.00347469570125996,"ANGPT1/MDFIC/JAK2/KPNA3/RAB23/RANBP2/RGPD1/RGPD2/RGPD3/RGPD4/RGPD8/MAPK1/PPP3CA/RGPD5/RGPD6/UBR5",16,"Module_4"
"GO:0036503","GO:0036503","ERAD pathway","13/530","107/18722",1.03327316220929e-05,0.00376719419226572,0.00369807844784758,"DNAJC10/ERLEC1/FAM8A1/MAN1A1/EDEM1/EDEM3/JKAMP/MARCHF6/RHBDD1/SEL1L/DNAJB14/RNF103/RNF139",13,"Module_4"
"GO:0051170","GO:0051170","import into nucleus","16/530","159/18722",1.19215006084358e-05,0.00376719419226572,0.00369807844784758,"ANGPT1/MDFIC/JAK2/KPNA3/RAB23/RANBP2/RGPD1/RGPD2/RGPD3/RGPD4/RGPD8/MAPK1/PPP3CA/RGPD5/RGPD6/UBR5",16,"Module_4"
"GO:0006913","GO:0006913","nucleocytoplasmic transport","23/530","301/18722",1.71464030219983e-05,0.00469582824095794,0.0046096750861246,"ANGPT1/MDFIC/AAAS/AKAP8L/JAK2/KPNA3/NEDD4/RAB23/RANBP2/RGPD1/RGPD2/RGPD3/RGPD4/RGPD8/UHMK1/MAPK1/PPP3CA/PTPN11/PTPN14/RGPD5/RGPD6/UBR5/WASHC4",23,"Module_4"
"GO:0051169","GO:0051169","nuclear transport","23/530","301/18722",1.71464030219983e-05,0.00469582824095794,0.0046096750861246,"ANGPT1/MDFIC/AAAS/AKAP8L/JAK2/KPNA3/NEDD4/RAB23/RANBP2/RGPD1/RGPD2/RGPD3/RGPD4/RGPD8/UHMK1/MAPK1/PPP3CA/PTPN11/PTPN14/RGPD5/RGPD6/UBR5/WASHC4",23,"Module_4"
"GO:0030433","GO:0030433","ubiquitin-dependent ERAD pathway","11/530","85/18722",2.71054606716433e-05,0.00654995484935944,0.00642978450978733,"DNAJC10/ERLEC1/FAM8A1/MAN1A1/EDEM1/EDEM3/JKAMP/MARCHF6/SEL1L/DNAJB14/RNF103",11,"Module_4"
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","12/530","104/18722",3.79657254173144e-05,0.00866462222301819,0.00850565462419482,"EXOC5/KLHL20/PREPL/RABEP1/ARFGEF2/EXOC8/KRT18/MYO5A/RAB14/SCAMP1/SNAP23/STEAP2",12,"Module_4"
"GO:1904380","GO:1904380","endoplasmic reticulum mannose trimming","5/530","15/18722",4.23420100930869e-05,0.0091547882874948,0.00898682773776266,"EDEM1/EDEM3/MARCHF6/RNF103/RNF139",5,"Module_4"
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","12/530","106/18722",4.59275756810762e-05,0.00943352404489306,0.00926044960180016,"ANGPT1/MDFIC/AAAS/AKAP8L/JAK2/NEDD4/RAB23/UHMK1/MAPK1/PTPN11/PTPN14/UBR5",12,"Module_4"
"GO:0006260","GO:0006260","DNA replication","40/1026","260/18722",3.0944601932967e-09,1.53670893199114e-05,1.45016176637441e-05,"ATAD5/BRCA2/CCNE1/CCNE2/CDC7/CDK2/CDK9/CHAF1B/DNA2/DTL/FAM111B/FANCM/MCM3/MCM6/MCMBP/MMS22L/NOC3L/OBI1/PDS5A/POLA1/POLD3/POLE2/POLL/PRIM1/RBBP4/RECQL/SLFN11/TIPIN/USP37/WAPL/WDHD1/ATR/EGF/MCM9/PTMS/REV1/RTF2/ZGRF1/ANKRD17/DTD1",40,"Module_3"
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","34/1026","214/18722",2.06559354371285e-08,5.12886876903902e-05,4.84001181926822e-05,"BCL2/CASP2/CCNE1/CCNE2/CDC7/CDK14/CDK2/CDK6/GSPT1/JADE1/LSM11/NPAT/PLK3/PPAT/PRMT2/RB1/RBBP8/RBL1/SKP2/SLFN11/USP37/WEE1/APPL1/CDK2AP2/CTDSP2/E2F3/RDX/WAC/ANKRD17/ATM/DLG1/EIF4E/PIAS1/PLCB1",34,"Module_3"
"GO:0006302","GO:0006302","double-strand break repair","35/1026","251/18722",3.51660379220284e-07,0.000484908855509732,0.000457598877573675,"BRCA2/BRIP1/CDC7/CGAS/DCLRE1A/DCLRE1B/DNA2/FANCM/FIGNL1/MCM3/MCM6/MMS22L/MSH2/POLA1/POLL/RBBP8/RECQL/RIF1/RNF138/RNF168/SLF1/SLF2/SMC6/SMCHD1/TEX15/BABAM1/BABAM2/MCM9/OTUB1/SFR1/TFIP11/ATM/ATP23/TENT4A/YY1",35,"Module_3"
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","34/1026","241/18722",3.90583049141951e-07,0.000484908855509732,0.000457598877573675,"BCL2/CASP2/CCNE1/CCNE2/CDC7/CDK14/CDK2/CDK6/GSPT1/JADE1/LSM11/NPAT/PLK3/PPAT/PRMT2/RB1/RBBP8/RBL1/SKP2/SLFN11/USP37/WEE1/APPL1/CDK2AP2/CTDSP2/E2F3/RDX/WAC/ANKRD17/ATM/DLG1/EIF4E/PIAS1/PLCB1",34,"Module_3"
"GO:0016570","GO:0016570","histone modification","52/1026","463/18722",7.22985237768185e-07,0.000569553930047915,0.000537476757015774,"BCOR/BRCA2/CBX8/CDK2/CDK9/FMR1/JADE1/KAT2B/KDM2B/KDM5C/NAA50/PRMT2/RBBP5/RCOR1/RIF1/RNF168/SIN3B/SPHK2/SUZ12/TRIM37/UHRF1/WBP2/ATXN7/BAZ2A/BEND3/DR1/KMT2A/LDB1/OTUB1/PARG/PAXIP1/PCGF6/PRDM2/PRKD2/TRMT112/TRRAP/WAC/YEATS4/ASH2L/ATM/ATXN7L3/BRMS1/DCAF1/DMAP1/LEO1/LRRK2/MAPK8/MLLT6/PCGF2/PRDM5/PRKCD/TADA1",52,"Module_3"
"GO:0010948","GO:0010948","negative regulation of cell cycle process","38/1026","294/18722",7.88866003269441e-07,0.000569553930047915,0.000537476757015774,"BCL2/BRIP1/BRSK1/CASP2/CDK2/DNA2/DTL/JADE1/KAT2B/KNTC1/MSH2/PLK3/PPP2R5B/PRMT2/RB1/RBL1/SLFN11/TIPIN/TPRA1/TRIM37/WAPL/WDR76/WEE1/ATR/BABAM1/BABAM2/CDK2AP2/CTDSP2/FZR1/SPDL1/WAC/ZFP36L2/ANAPC15/ATM/DLG1/MAP3K20/NSUN2/RINT1",38,"Module_3"
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","34/1026","249/18722",8.43818683050903e-07,0.000569553930047915,0.000537476757015774,"BCL2/BRIP1/BRSK1/CASP2/CDK2/DNA2/DTL/JADE1/KNTC1/MSH2/PLK3/PRMT2/RB1/RBL1/SLFN11/TIPIN/TPRA1/WDR76/WEE1/ATR/BABAM1/BABAM2/CDK2AP2/CTDSP2/FZR1/SPDL1/WAC/ZFP36L2/ANAPC15/ATM/DLG1/MAP3K20/NSUN2/RINT1",34,"Module_3"
"GO:0016574","GO:0016574","histone ubiquitination","13/1026","47/18722",9.17525461212911e-07,0.000569553930047915,0.000537476757015774,"BCOR/CBX8/CDK9/KDM2B/RNF168/TRIM37/UHRF1/OTUB1/PCGF6/WAC/ATXN7L3/LEO1/PCGF2",13,"Module_3"
"GO:0031123","GO:0031123","RNA 3'-end processing","21/1026","116/18722",1.18545092816347e-06,0.000654105478806645,0.000617266378033191,"BARD1/CDK9/CSTF2/ERI2/EXOSC9/INTS14/LSM11/NCBP1/NUDT21/SLBP/CSTF1/EXOSC7/INTS8/ZC3H14/CSTF3/EXOSC6/LEO1/PCF11/RPRD1B/RPRD2/TENT4A",21,"Module_3"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","48/1026","424/18722",1.53784003971552e-06,0.000763691363722726,0.000720680405980367,"BCL2/BRSK1/CASP2/CCNE1/CCNE2/CDC7/CDK14/CDK2/CDK6/CLASP2/DTL/GSPT1/JADE1/KNTC1/LSM11/NPAT/PLK3/PPAT/PRMT2/RB1/RBBP8/RBL1/SKP2/SLFN11/TPRA1/USP37/WEE1/ANAPC4/APPL1/BABAM1/BABAM2/CDK2AP2/CTDSP2/E2F3/FZR1/RDX/SPDL1/TMOD3/WAC/ZFP36L2/ANAPC15/ANKRD17/ATM/DLG1/EIF4E/PIAS1/PLCB1/RINT1",48,"Module_3"
"GO:0010390","GO:0010390","histone monoubiquitination","10/1026","29/18722",1.80062107244922e-06,0.000812898567798439,0.000767116269334347,"BCOR/KDM2B/RNF168/TRIM37/UHRF1/PCGF6/WAC/ATXN7L3/LEO1/PCGF2",10,"Module_3"
"GO:0006261","GO:0006261","DNA-dependent DNA replication","24/1026","151/18722",2.40422970050503e-06,0.000949789904982471,0.000896297911478467,"BRCA2/CCNE1/CCNE2/CDC7/CDK9/DNA2/FANCM/MCM3/MCM6/MCMBP/MMS22L/NOC3L/POLA1/POLD3/POLE2/PRIM1/RECQL/SLFN11/TIPIN/WDHD1/ATR/MCM9/RTF2/ZGRF1",24,"Module_3"
"GO:0090305","GO:0090305","nucleic acid phosphodiester bond hydrolysis","34/1026","261/18722",2.48636100780752e-06,0.000949789904982471,0.000896297911478467,"CNOT1/CSTF2/DBR1/DCLRE1A/DCLRE1B/DNA2/ENPP1/ERI2/EXOSC9/FANCM/NCBP1/NUDT21/PLSCR1/RBBP8/SLFN13/UTP20/AIFM1/DXO/ENDOG/EXOSC7/G3BP1/NOL9/POP1/REXO2/RRP36/ASTE1/BMS1/CSTF3/DICER1/ERN1/MYG1/NOCT/PCF11/ZFP36",34,"Module_3"
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","44/1026","390/18722",4.55601693472313e-06,0.00160899666260631,0.00151837826524012,"ATAD5/BCL2/BRIP1/BRSK1/CASP2/CDC7/CDK2/DNA2/DTL/JADE1/KNTC1/LSM11/MSH2/PLK3/PRMT2/RB1/RBL1/SLFN11/TIPIN/TPRA1/WDR76/WEE1/ANAPC4/APPL1/ATR/BABAM1/BABAM2/CDK2AP2/CTDSP2/FZR1/PAXIP1/RDX/SPDL1/TMOD3/WAC/ZFP36L2/ANAPC15/ANKRD17/ATM/DLG1/MAP3K20/NSUN2/PLCB1/RINT1",44,"Module_3"
"GO:0031124","GO:0031124","mRNA 3'-end processing","14/1026","62/18722",4.96203155954263e-06,0.00160899666260631,0.00151837826524012,"BARD1/CDK9/CSTF2/LSM11/NCBP1/NUDT21/SLBP/CSTF1/ZC3H14/CSTF3/LEO1/PCF11/RPRD1B/RPRD2",14,"Module_3"
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","26/1026","179/18722",5.18404079776499e-06,0.00160899666260631,0.00151837826524012,"BCL2/BRSK1/CASP2/CDK2/DTL/JADE1/KNTC1/PLK3/PRMT2/RB1/RBL1/SLFN11/TPRA1/WEE1/BABAM1/BABAM2/CDK2AP2/CTDSP2/FZR1/SPDL1/WAC/ZFP36L2/ANAPC15/ATM/DLG1/RINT1",26,"Module_3"
"GO:0006513","GO:0006513","protein monoubiquitination","14/1026","67/18722",1.29274018434849e-05,0.00377632220910272,0.00356364043388204,"BCOR/DTL/FANCM/KDM2B/OBI1/RNF168/TRIM37/UHRF1/CBL/PCGF6/WAC/ATXN7L3/LEO1/PCGF2",14,"Module_3"
"GO:0006403","GO:0006403","RNA localization","27/1026","201/18722",1.50040368156674e-05,0.00413944704592245,0.0039063141463948,"AHCTF1/FMR1/NAF1/NCBP1/NUP153/NUP155/NUP160/NUP50/NUP54/NUP58/SEH1L/SLBP/SRSF7/XPOT/AGFG1/ATR/CETN2/FLOT1/G3BP2/SHQ1/TSC1/ZNHIT6/ATM/NOP10/NSUN2/YY1/ZFP36",27,"Module_3"
"GO:0016078","GO:0016078","tRNA catabolic process","6/1026","13/18722",3.28308886312779e-05,0.0085809575233119,0.0080976795671163,"EXOSC9/SLFN13/EXOSC7/POP1/DICER1/NSUN2",6,"Module_3"
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","29/1026","235/18722",3.72326225930227e-05,0.00882316192771657,0.00832624306382224,"BCL2/BRSK1/CASP2/CDK2/DTL/JADE1/KNTC1/MSH2/PLK3/PRMT2/RB1/RBL1/SLFN11/TIPIN/TPRA1/WEE1/BABAM1/BABAM2/CDK2AP2/CTDSP2/FZR1/SPDL1/WAC/ZFP36L2/ANAPC15/ATM/DLG1/MAP3K20/RINT1",29,"Module_3"
"GO:0002181","GO:0002181","cytoplasmic translation","16/168","148/18722",3.3695840835405e-13,7.36591080661954e-10,7.05484499174954e-10,"RPL22L1/RPL26L1/RPS3A/RPL7/RPL15/RPL35A/RPL39/RPL4/RPL5/RPL6/RPL9/RPS23/RPS25/RPS4X/RPS7/TMA7",16,"Module_6"
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","7/168","72/18722",3.72951332777266e-06,0.00407635806725552,0.00390421158365254,"GTF3A/RPL26L1/RPL7/NOP53/RPL35A/RPL5/RPL6",7,"Module_6"
"GO:0060425","GO:0060425","lung morphogenesis","5/168","50/18722",8.37907731432592e-05,0.0451735877152868,0.0432658862453438,"LAMA1/NOG/TGFBR2/DAG1/TNC",5,"Module_6"
